Name,Revenue_2022,Revenue(% change)_2022,Profits in millions_2022,Market value_2022,Employees_2022,Revenue_2021,Revenue(% change)_2021,Profits in millions_2021,Market value_2021,Employees_2021,Sector,City,State,Ceo_woman
Parker-Hannifin,14347.6,4.8,1746.1,36456.8,"54,640",13695.5,-0.044,1206.3,40716.1,50520,Industrials,Cleveland,OH,no
Omnicom Group,14289.4,8.5,1407.8,17565.7,"71,700",13171.1,-0.119,945.4,15946.2,64100,Business Services,New York,NY,no
Principal Financial,14262.7,-3.2,1710.6,19176.7,"18,600",14741.7,-0.091,1395.8,16345.9,17400,Financials,Des Moines,IA,no
Dominion Energy,14218.0,-11.8,3288.0,68883.0,"17,100",16128.0,-0.027,-401.0,61224.0,17300,Energy,Richmond,VA,no
Kellogg,14181.0,3.0,1488.0,21890.2,"31,000",13770.0,0.014,1251.0,21544.5,31000,"Food, Beverages & Tobacco",Battle Creek,MI,no
Fluor,14156.8,-10.9,-440.2,4051.7,"40,582",15884.2,-0.096,-435.0,3252.4,43717,Engineering & Construction,Irving,TX,no
AECOM,14112.4,-13.9,173.2,10856.5,"51,000",16390.8,-0.188,-186.4,9469.8,54000,Engineering & Construction,Dallas,TX,no
Reliance Steel & Aluminum,14093.3,59.9,1413.0,11313.5,"13,950",8811.9,-0.197,369.1,9685.9,13000,Materials,Los Angeles,CA,no
Jacobs Engineering Group,14092.6,3.8,477.0,17807.4,"53,500",13578.2,-0.122,491.8,16816.2,53500,Engineering & Construction,Dallas,TX,no
Corning,14082.0,24.6,1906.0,31212.8,"61,200",11303.0,-0.017,512.0,33466.3,50110,Industrials,Corning,NY,no
Qurate Retail,14044.0,-0.9,340.0,1807.4,"26,745",14177.0,0.053,1204.0,4880.5,26424,Retailing,Englewood,CO,no
PulteGroup,13926.9,26.2,1946.3,10115.7,"6,182",11036.1,0.081,1406.8,13869.1,5249,Engineering & Construction,Atlanta,GA,no
Fidelity National Information Services,13877.0,10.6,417.0,61215.1,"65,000",12552.0,0.215,158.0,87336.9,62000,Business Services,Jacksonville,FL,no
IQVIA Holdings,13874.0,22.1,966.0,44140.8,"79,000",11359.0,0.024,279.0,37034.4,70000,Health Care,Durham,NC,no
Marriott International,13857.0,31.1,1099.0,57514.9,"120,000",10571.0,-0.496,-267.0,48220.2,121000,"Hotels, Restaurants & Leisure",Bethesda,MD,no
Berry Global Group,13850.0,18.3,733.0,7832.4,"47,000",11709.0,0.319,559.0,8221.1,47000,Materials,Evansville,IN,no
Ball,13811.0,17.2,878.0,28909.1,"24,300",11781.0,0.027,585.0,27800.5,21500,Materials,Westminster,CO,no
Group 1 Automotive,13801.7,27.2,552.1,2859.9,"13,711",10851.8,-0.099,286.5,2855.3,12337,Retailing,Houston,TX,no
Leidos Holdings,13737.0,11.7,753.0,14727.7,"43,000",12297.0,0.108,628.0,13608.8,39000,Technology,Reston,VA,no
Wayfair,13708.0,-3.1,-131.0,11641.6,"16,681",14145.2,0.55,185.0,32644.7,16122,Retailing,Boston,MA,no
Consolidated Edison,13676.0,11.7,1346.0,33525.3,"13,871",12246.0,-0.026,1101.0,25613.0,14071,Energy,New York,NY,no
Ameriprise Financial,13443.0,12.4,2760.0,33213.0,"12,000",11958.0,-0.087,1534.0,27103.5,12300,Financials,Minneapolis,MN,no
O'Reilly Automotive,13327.6,14.8,2164.7,45410.4,"76,158",11604.5,0.143,1752.3,35460.8,70179,Retailing,Springfield,MO,no
Global Partners,13248.3,59.2,60.8,927.1,"2,960",8321.6,-0.364,102.2,726.1,2958,Wholesalers,Waltham,MA,no
Discover Financial Services,13221.0,2.1,5449.0,31076.7,"16,700",12953.0,-0.074,1141.0,29099.7,17600,Financials,Riverwoods,IL,no
Rocket Companies,13175.6,-17.6,308.2,21905.9,"26,000",15980.7,2.043,198.0,45821.0,24000,Financials,Detroit,MI,no
LKQ,13088.5,12.6,1090.9,12941.4,"46,000",11628.8,-0.07,638.4,12801.2,44000,Wholesalers,Chicago,IL,no
W.W. Grainger,13022.0,10.4,1043.0,26358.0,"23,450",11797.0,0.027,695.0,20985.1,22450,Wholesalers,Lake Forest,IL,no
Quanta Services,12980.2,15.9,486.0,18779.5,"43,700",11202.7,-0.075,445.6,12173.4,35800,Engineering & Construction,Houston,TX,no
Crown Holdings,12979.0,12.1,-560.0,15460.6,"26,000",11575.0,-0.008,579.0,13091.9,33264,Materials,Yardley,PA,no
Fox,12909.0,4.9,2150.0,21423.2,"9,000",12303.0,0.08,999.0,21022.2,9000,Media,New York,NY,no
Markel,12846.4,32.0,2425.0,20037.5,"20,300",9735.1,0.022,816.0,15699.6,18900,Financials,Glen Allen,VA,no
Carvana,12814.0,129.4,-135.0,19549.5,"21,000",5586.6,0.418,-171.1,45475.4,10400,Retailing,Tempe,AZ,no
XPO Logistics,12806.0,-21.2,336.0,8356.9,"44,700",16252.0,-0.024,110.0,12601.7,119750,Transportation,Greenwich,CT,no
Baxter International,12784.0,9.5,1284.0,39017.9,"60,000",11673.0,0.027,1102.0,42656.8,50000,Health Care,Deerfield,IL,no
Ecolab,12733.1,-0.1,1129.9,50548.4,"47,000",12748.7,-0.145,-1205.1,61240.7,44000,Chemicals,St. Paul,MN,no
Tractor Supply,12731.1,19.9,997.1,26171.6,"34,000",10620.4,0.272,749.0,20576.8,32000,Retailing,Brentwood,TN,no
Andersons,12728.8,55.1,104.0,1708.2,"2,334",8208.4,0.005,7.7,921.9,2294,"Food, Beverages & Tobacco",Maumee,OH,no
Keurig Dr Pepper,12683.0,9.2,2146.0,53748.2,"27,500",11618.0,0.045,1325.0,48367.8,27000,"Food, Beverages & Tobacco",Burlington,MA,no
Universal Health Services,12642.1,9.4,991.6,10843.1,"78,850",11558.9,0.016,944.0,11350.6,78550,Health Care,King of Prussia,PA,no
CSX,12522.0,18.3,3781.0,81587.8,"20,919",10583.0,-0.113,2765.0,73230.6,19282,Transportation,Jacksonville,FL,no
Henry Schein,12401.0,22.6,631.2,11960.1,"21,600",10119.1,-0.018,403.8,9850.7,19000,Health Care,Melville,NY,no
Sonic Automotive,12396.4,26.9,348.9,1728.8,"10,200",9767.0,-0.066,-51.4,2038.0,8100,Retailing,Charlotte,NC,no
eBay,12394.0,9.2,13608.0,33641.9,"10,800",11351.0,0.051,5667.0,41670.5,12700,Technology,San Jose,CA,no
Textron,12382.0,6.3,746.0,16090.6,"33,000",11651.0,-0.145,309.0,12726.0,33000,Aerospace & Defense,Providence,RI,no
Community Health Systems,12368.0,4.9,230.0,1598.6,"58,500",11789.0,-0.108,511.0,1752.4,62500,Health Care,Franklin,TN,no
Mosaic,12357.4,42.3,1630.6,24492.6,"12,525",8681.7,-0.025,666.1,11983.1,12617,Chemicals,Tampa,FL,no
Thor Industries,12317.4,50.8,659.9,4330.9,"31,000",8167.9,0.039,223.0,7460.0,22250,Motor Vehicles & Parts,Elkhart,IN,no
Dick's Sporting Goods,12293.4,28.3,1519.9,7986.6,"34,300",9584.0,0.095,530.3,6798.8,33450,Retailing,Coraopolis,PA,yes
Newmont,12222.0,6.3,1166.0,62968.1,"14,400",11497.0,0.18,2829.0,48282.7,14300,Energy,Denver,CO,no
Devon Energy,12206.0,139.8,2813.0,39274.1,"1,600",5091.0,-0.309,-2680.0,14707.2,1400,Energy,Oklahoma City,OK,no
J.B. Hunt Transport Services,12168.3,26.3,760.8,21052.9,"33,045",9636.6,0.051,506.0,17765.8,30309,Transportation,Lowell,AR,no
Alcoa,12152.0,30.9,429.0,16603.4,"12,200",9286.0,-0.11,-170.0,6053.6,12900,Materials,Pittsburgh,PA,no
Aramark,12096.0,-5.7,-90.8,9655.5,"248,300",12829.6,-0.209,-461.5,9595.3,209325,Business Services,Philadelphia,PA,no
Vistra,12077.0,5.5,-1274.0,10434.7,"5,060",11443.0,-0.031,636.0,8512.0,5365,Energy,Irving,TX,no
State Street,12030.0,-0.4,2693.0,31891.8,"38,784",12078.0,-0.08,2420.0,29553.6,39439,Financials,Boston,MA,no
Unum Group,12013.8,-8.7,824.2,6382.8,"10,200",13162.1,0.097,793.0,5669.8,10500,Financials,Chattanooga,TN,no
Alleghany,12004.1,34.9,1034.9,11396.1,"13,313",8896.7,-0.016,101.8,8750.3,10407,Financials,New York,NY,no
Boston Scientific,11888.0,19.9,1041.0,63310.2,"41,000",9913.0,-0.077,-82.0,54903.0,38000,Health Care,Marlborough,MA,no
Entergy,11742.9,16.1,1118.5,23760.4,"12,369",10113.6,-0.07,1388.3,20000.3,13400,Energy,New Orleans,LA,no
International Flavors & Fragrances,11656.0,129.3,270.0,33455.6,"24,000",5084.2,-0.011,363.2,34741.5,13700,Chemicals,New York,NY,no
DaVita,11618.8,0.6,978.5,10892.5,"69,000",11550.6,-0.181,773.6,11790.0,67000,Health Care,Denver,CO,no
Assurant,11410.0,13.0,1372.4,10493.1,"15,600",10094.8,0.001,441.8,8208.9,13850,Financials,New York,NY,no
Liberty Media,11400.0,21.8,398.0,15239.1,"6,886",9363.0,-0.09,-1421.0,14919.2,7047,Media,Englewood,CO,no
Hormel Foods,11386.2,18.5,908.8,28089.2,"20,000",9608.5,0.012,908.1,25808.3,19100,"Food, Beverages & Tobacco",Austin,MN,no
Icahn Enterprises,11328.0,85.0,-518.0,15237.1,"19,536",6123.0,-0.319,-1653.0,12964.7,23833,Financials,Sunny Isles Beach,FL,no
Republic Services,11295.0,11.2,1290.4,41841.7,"35,000",10153.6,-0.014,967.2,31682.5,35000,Business Services,Phoenix,AZ,no
Mohawk Industries,11200.6,17.3,1033.2,8081.8,"43,000",9552.2,-0.042,515.6,13505.2,42000,Household Products,Calhoun,GA,no
Conagra Brands,11184.7,1.2,1298.8,16103.5,"18,600",11054.4,0.159,840.1,18370.6,16500,"Food, Beverages & Tobacco",Chicago,IL,no
Norfolk Southern,11142.0,13.8,3005.0,68389.3,"18,100",9789.0,-0.133,2013.0,67418.0,20156,Transportation,Atlanta,GA,no
AES,11141.0,15.3,-409.0,17172.1,"8,450",9660.0,-0.052,46.0,18180.2,8162,Energy,Arlington,VA,no
AGCO,11138.3,21.7,897.0,10885.3,"23,300",9149.7,0.012,427.1,10815.9,21426,Industrials,Duluth,GA,no
Caesars Entertainment,11110.0,219.8,-1019.0,16564.6,"49,000",3474.0,0.374,-1757.0,18213.9,21000,"Hotels, Restaurants & Leisure",Reno,NV,no
Equitable Holdings,11036.0,-11.1,-439.0,12041.2,"10,000",12415.0,0.294,-648.0,14207.5,12400,Financials,New York,NY,no
Advance Auto Parts,10998.0,8.8,616.1,12644.8,"54,500",10106.3,0.041,493.0,12006.1,54000,Retailing,Raleigh,NC,no
Biogen,10981.7,-18.3,1556.1,30950.4,"9,610",13444.6,-0.065,4000.6,42615.9,9100,Health Care,Cambridge,MA,no
Booking Holdings,10958.0,61.2,1165.0,96022.7,"20,199",6796.0,-0.549,59.0,95434.4,20199,Technology,Norwalk,CT,no
Amphenol,10876.3,26.5,1590.8,45130.1,"90,000",8598.9,0.045,1203.4,39526.2,80000,Technology,Wallingford,CT,no
Quest Diagnostics,10788.0,14.3,1995.0,16348.6,"44,500",9437.0,0.221,1431.0,17127.6,44500,Health Care,Secaucus,NJ,no
FirstEnergy,10758.0,3.1,1283.0,26181.6,"12,395",10435.0,-0.038,1079.0,18871.6,12153,Energy,Akron,OH,no
DCP Midstream,10707.0,69.9,391.0,6993.2,"1,788",6302.0,-0.174,-306.0,4513.1,1837,Energy,Denver,CO,no
Ally Financial,10690.0,-0.8,3060.0,14411.6,"10,500",10780.0,-0.072,1085.0,16875.6,9500,Financials,Detroit,MI,no
Delek US Holdings,10648.2,45.8,-203.5,1500.2,"3,312",7301.8,-0.215,-608.0,1609.0,3532,Energy,Brentwood,TN,no
Williams,10627.0,37.7,1517.0,40670.4,"4,783",7719.0,-0.059,211.0,28777.6,4739,Energy,Tulsa,OK,no
Newell Brands,10589.0,12.8,572.0,8902.4,"32,000",9385.0,-0.069,-770.0,11390.4,31000,Household Products,Atlanta,GA,no
Eastman Chemical,10476.0,23.6,857.0,14450.1,"14,000",8473.0,-0.086,478.0,15033.2,14500,Chemicals,Kingsport,TN,no
Air Products & Chemicals,10323.0,16.6,2099.1,55409.4,"20,750",8856.3,-0.007,1886.7,62254.0,19138,Chemicals,Allentown,PA,no
Molson Coors Beverage,10279.7,6.5,1005.7,11631.8,"16,300",9654.0,-0.087,-949.0,11118.2,17000,"Food, Beverages & Tobacco",Chicago,IL,no
Interpublic Group,10240.7,13.0,952.8,13965.9,"55,600",9061.0,-0.114,351.1,11407.8,50200,Business Services,New York,NY,no
Weyerhaeuser,10201.0,35.4,2607.0,28315.0,"9,214",7532.0,0.149,797.0,26655.3,9372,Materials,Seattle,WA,no
Altice USA,10090.8,2.0,990.3,5674.1,"9,000",9894.6,0.014,436.2,15393.7,8900,Telecommunications,Long Island City,NY,no
Raymond James Financial,9910.0,21.3,1403.0,22817.5,"15,000",8168.0,0.018,818.0,16877.9,14800,Financials,St. Petersburg,FL,no
EMCOR Group,9903.6,12.6,383.5,5931.8,"34,000",8797.1,-0.041,132.9,6146.0,33000,Engineering & Construction,Norwalk,CT,no
Eversource Energy,9863.1,10.8,1220.5,30403.2,"9,227",8904.4,0.044,1205.2,29728.2,9299,Energy,Springfield,MA,no
Yum China Holdings,9853.0,19.2,990.0,17679.0,"298,500",8263.0,-0.058,784.0,24892.3,271000,"Hotels, Restaurants & Leisure",Plano,TX,yes
Asbury Automotive Group,9837.7,37.9,532.4,3714.8,"14,200",7131.8,-0.011,254.4,3798.1,7750,Retailing,Duluth,GA,no
Owens & Minor,9785.3,12.4,221.6,3375.6,"17,300",8706.9,-0.098,29.9,2763.0,18800,Health Care,Mechanicsville,VA,no
Public Service Enterprise Group,9722.0,1.2,-648.0,35145.5,"12,684",9603.0,-0.047,1905.0,30411.7,12788,Energy,Newark,NJ,no
United Rentals,9716.0,13.9,1386.0,25643.3,"20,400",8530.0,-0.088,890.0,23819.0,18250,Business Services,Stamford,CT,no
MGM Resorts International,9680.1,87.5,1254.4,18257.9,"60,500",5162.1,-0.6,-1032.7,18805.2,48500,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
Ryder System,9663.0,14.8,519.0,4055.4,"42,800",8420.1,-0.057,-122.3,4072.0,39000,Transportation,Miami,FL,no
Intuit,9633.0,25.4,2062.0,135987.6,"17,350",7679.0,0.132,1826.0,104897.1,11950,Technology,Mountain View,CA,no
Cincinnati Financial,9629.7,27.8,2945.6,21813.3,"5,166",7536.3,-0.049,1216.4,16601.6,5266,Financials,Fairfield,OH,no
Univar Solutions,9535.5,15.4,460.6,5459.8,"9,450",8265.0,-0.125,52.9,3650.6,9457,Wholesalers,Downers Grove,IL,no
Huntington Ingalls Industries,9524.0,1.7,544.0,7991.0,"44,000",9361.0,0.052,696.0,8295.7,42000,Aerospace & Defense,Newport News,VA,no
W.R. Berkley,9455.5,16.7,1022.5,17658.8,"7,681",8098.9,0.025,530.7,13364.2,7495,Financials,Greenwich,CT,no
Insight Enterprises,9436.1,13.1,219.3,3745.1,"11,624",8340.6,0.079,172.6,3349.5,11006,Technology,Tempe,AZ,yes
News Corp.,9358.0,3.9,330.0,13127.7,"24,000",9008.0,-0.106,-1269.0,14628.8,23500,Media,New York,NY,no
American Tower,9356.9,16.4,2567.7,114527.4,"6,378",8041.5,0.061,1690.6,106234.5,5618,Financials,Boston,MA,no
Old Republic International,9341.6,30.4,1534.3,7972.8,"9,600",7166.0,-0.007,558.6,6650.3,9000,Financials,Chicago,IL,no
Burlington Stores,9322.3,61.7,408.8,12112.8,"38,599",5764.0,-0.209,-216.5,19835.9,35246,Retailing,Burlington,NJ,no
Avis Budget Group,9313.0,72.4,1285.0,14157.0,"18,500",5402.0,-0.411,-684.0,5067.6,17500,Retailing,Parsippany,NJ,no
ODP,9267.0,-4.6,-208.0,2222.2,"26,000",9710.0,-0.088,-319.0,2317.1,37000,Retailing,Boca Raton,FL,no
Bed Bath & Beyond,9233.0,-17.3,-150.8,2170.5,"37,600",11158.6,-0.072,-613.8,3533.4,55000,Retailing,Union,NJ,yes
Seaboard,9229.0,29.5,570.0,4881.6,"13,200",7126.0,0.042,283.0,4283.3,13100,"Food, Beverages & Tobacco",Merriam,KS,no
First American Financial,9221.0,30.1,1241.0,7087.2,"22,233",7086.7,0.143,696.4,6216.5,19597,Financials,Santa Ana,CA,no
Intercontinental Exchange,9168.0,11.2,4058.0,74044.8,"8,858",8244.0,0.259,2089.0,62843.7,8890,Financials,Atlanta,GA,no
PVH,9154.7,28.4,952.3,5210.0,"25,000",7132.6,-0.28,-1136.1,7522.7,26500,Apparel,New York,NY,no
Apollo Global Management,9124.0,332.2,1838.5,37194.0,"2,153",2110.9,-0.329,156.6,10904.7,1729,Financials,New York,NY,no
Jefferies Financial Group,9039.9,30.0,1674.4,7933.9,"5,556",6955.9,0.298,775.2,7524.6,4945,Financials,New York,NY,no
Hershey,8971.3,10.1,1477.5,44461.5,"17,805",8149.7,0.02,1278.7,32765.3,16040,"Food, Beverages & Tobacco",Hershey,PA,yes
NVR,8970.1,18.6,1236.7,15010.5,"6,600",7566.0,0.019,901.2,17318.0,6100,Engineering & Construction,Reston,VA,no
Foot Locker,8958.0,18.7,893.0,2850.0,"33,244",7548.0,-0.057,323.0,5809.4,33522,Retailing,New York,NY,yes
Dana,8945.0,25.9,197.0,2544.4,"40,200",7106.0,-0.176,-31.0,3529.4,38200,Motor Vehicles & Parts,Maumee,OH,no
SpartanNash,8931.0,-4.5,73.8,1185.1,"13,300",9348.5,0.095,75.9,709.3,14400,Wholesalers,Byron Center,MI,no
Olin,8910.6,54.8,1296.7,8062.0,"7,750",5758.0,-0.058,-969.9,6024.1,8000,Chemicals,Clayton,MO,no
Chewy,8890.8,24.4,-73.8,17147.3,"21,300",7146.3,0.474,-92.5,35176.9,18500,Retailing,Dania Beach,FL,no
Activision Blizzard,8803.0,8.9,2699.0,62559.7,"9,800",8086.0,0.246,2197.0,72052.1,9500,Media,Santa Monica,CA,no
Toll Brothers,8790.4,24.2,833.6,5515.4,"5,100",7077.7,-0.02,446.6,6984.8,4500,Engineering & Construction,Fort Washington,PA,no
Carlyle Group,8782.1,199.3,2974.7,17427.5,"1,850",2934.6,-0.131,348.2,13020.2,1825,Financials,Washington,DC,no
Ovintiv,8658.0,42.2,1416.0,13987.5,"1,713",6087.0,-0.095,-6097.0,6219.6,1916,Energy,Denver,CO,no
UFP Industries,8636.1,67.6,535.6,4790.5,"15,000",5154.0,0.167,246.8,4683.3,12000,Materials,Grand Rapids,MI,no
Ulta Beauty,8630.9,40.3,985.8,20837.8,"28,500",6152.0,-0.168,175.8,17377.1,26500,Retailing,Bolingbrook,IL,no
Constellation Brands,8614.9,3.3,1998.0,43763.5,"9,300",8343.5,0.028,-11.8,44247.5,9000,"Food, Beverages & Tobacco",Victor,NY,no
Expedia Group,8598.0,65.4,12.0,30476.5,"14,800",5199.0,-0.569,-2612.0,24762.0,19100,Retailing,Seattle,WA,no
CommScope Holding,8586.7,1.8,-462.6,1629.7,"30,000",8435.9,0.011,-573.4,3124.2,30000,Technology,Hickory,NC,no
Celanese,8537.0,51.0,1890.0,15434.1,"8,529",5655.0,-0.102,1985.0,17104.5,7658,Chemicals,Irving,TX,yes
Global Payments,8523.8,14.8,965.5,38545.6,"25,000",7423.6,0.511,584.5,59484.3,24000,Business Services,Atlanta,GA,no
Owens Corning,8498.0,20.5,995.0,9064.7,"20,000",7055.0,-0.015,-383.0,9662.7,19000,Materials,Toledo,OH,no
Campbell Soup,8476.0,-6.3,1002.0,13446.9,"14,100",9050.0,-0.087,1628.0,15232.3,14500,"Food, Beverages & Tobacco",Camden,NJ,no
Huntsman,8453.0,40.3,1045.0,8046.9,"9,000",6025.0,-0.278,1034.0,6390.1,9000,Chemicals,The Woodlands,TX,no
Franklin Resources,8425.5,51.4,1831.2,14019.3,"10,300",5566.5,-0.036,798.9,14960.0,11800,Financials,San Mateo,CA,yes
Avery Dennison,8408.3,20.6,740.1,14327.4,"36,000",6971.5,-0.014,555.9,15246.5,32000,Materials,Glendale,CA,no
Masco,8375.0,14.9,410.0,12062.7,"20,000",7289.0,-0.115,1224.0,15208.8,18000,Household Products,Livonia,MI,no
CenterPoint Energy,8352.0,-5.5,1486.0,19285.8,"9,418",8835.0,-0.282,-773.0,12493.3,9541,Energy,Houston,TX,no
Fifth Third Bancorp,8329.0,-0.9,2770.0,29511.3,"19,112",8402.0,-0.142,1427.0,26628.6,19872,Financials,Cincinnati,OH,no
WEC Energy Group,8316.0,14.8,1300.3,31483.5,"6,938",7241.7,-0.037,1199.9,29521.5,7273,Energy,Milwaukee,WI,no
S&P Global,8297.0,11.5,3024.0,142343.5,"22,850",7442.0,0.111,2339.0,85001.6,23000,Business Services,New York,NY,no
Polaris,8252.0,16.1,493.9,6264.1,"16,000",7108.3,0.036,124.8,8179.3,15000,Transportation,Medina,MN,no
Williams-Sonoma,8245.9,21.6,1126.3,10376.0,"16,600",6783.2,0.15,680.7,13653.8,16600,Retailing,San Francisco,CA,yes
Autoliv,8230.0,10.5,435.0,6691.1,"58,176",7447.4,-0.129,186.9,8112.8,64716,Motor Vehicles & Parts,Auburn Hills,MI,no
Arthur J. Gallagher,8209.4,17.2,906.8,36598.6,"39,000",7003.6,-0.027,818.8,24353.4,32401,Financials,Rolling Meadows,IL,no
Motorola Solutions,8171.0,10.2,1245.0,40555.9,"18,700",7414.0,-0.06,949.0,31785.8,18000,Technology,Chicago,IL,no
Zillow Group,8147.4,143.9,-527.8,12287.1,"8,005",3339.8,0.218,-162.1,31310.9,5504,Technology,Seattle,WA,no
Opendoor Technologies,8021.0,210.5,-662.0,5364.1,"2,816",2583.1,-0.455,-286.8,12231.5,1048,Technology,San Francisco,CA,no
J.M. Smucker,8002.7,2.6,876.3,14686.4,"7,100",7801.0,-0.005,779.5,13865.9,7300,"Food, Beverages & Tobacco",Orrville,OH,no
Oshkosh,7952.5,16.0,409.4,6703.7,"15,000",6856.8,-0.182,324.5,8114.5,14400,Industrials,Oshkosh,WI,no
MasTec,7951.8,25.8,328.8,6657.0,"27,000",6321.0,-0.12,322.8,6953.4,18000,Engineering & Construction,Coral Gables,FL,no
APA,7928.0,84.0,973.0,14332.3,"2,253",4308.0,-0.328,-4860.0,6765.6,2272,Energy,Houston,TX,no
Boise Cascade,7926.1,44.8,712.5,2740.4,"6,130",5474.8,0.179,175.0,2353.1,6040,Wholesalers,Boise,ID,no
Dover,7907.1,18.3,1123.8,22610.3,"25,000",6683.8,-0.063,683.5,19727.1,23000,Industrials,Downers Grove,IL,no
Genworth Financial,7882.0,-9.0,904.0,1917.9,"2,500",8658.0,-0.003,178.0,1679.2,3000,Financials,Richmond,VA,no
Bath & Body Works,7881.5,-33.5,1333.5,11419.9,"32,850",11846.9,-0.083,844.5,17247.5,57350,Retailing,Columbus,OH,yes
Booz Allen Hamilton Holding,7858.9,5.3,609.0,11705.4,"27,700",7463.8,0.113,482.6,11089.5,27200,Technology,McLean,VA,no
Zimmer Biomet Holdings,7836.2,11.6,401.6,26772.3,"19,500",7024.5,-0.12,-138.9,33347.3,20000,Health Care,Warsaw,IN,no
Westinghouse Air Brake Technologies,7822.0,3.5,558.0,17819.4,"25,000",7556.1,-0.079,414.4,14953.0,27000,Industrials,Pittsburgh,PA,no
Zoetis,7776.0,16.5,2037.0,89008.9,"12,100",6675.0,0.066,1638.0,74829.2,11300,Health Care,Parsippany,NJ,yes
Packaging Corp. of America,7730.3,16.1,841.1,14628.1,"15,200",6658.2,-0.044,461.0,12775.0,15200,Materials,Lake Forest,IL,no
LPL Financial Holdings,7720.8,31.5,459.9,14608.8,"5,919",5871.6,0.044,472.6,11358.6,4756,Financials,San Diego,CA,no
T. Rowe Price,7671.9,23.6,3082.9,34442.6,"7,529",6206.7,0.105,2372.7,39031.0,7678,Financials,Baltimore,MD,no
Fortune Brands Home & Security,7656.1,25.7,772.4,9830.7,"28,056",6090.3,0.057,553.1,13264.2,27505,Household Products,Deerfield,IL,no
Casey's General Stores,7654.2,-5.6,312.9,7354.4,"27,583",8112.3,-0.03,263.8,7987.6,27218,Retailing,Ankeny,IA,no
A-Mark Precious Metals,7613.0,39.4,159.6,890.5,347,5461.1,0.142,30.5,360.2,218,Wholesalers,El Segundo,CA,no
Hess,7583.0,57.8,559.0,33155.2,"1,545",4804.0,-0.262,-3093.0,21722.4,1621,Energy,New York,NY,no
Vertex Pharmaceuticals,7574.4,22.1,2342.1,66436.9,"3,900",6205.7,0.491,2711.6,55862.8,3400,Health Care,Boston,MA,yes
KeyCorp,7561.0,3.1,2625.0,20592.5,"16,974",7337.0,-0.046,1343.0,19182.0,16826,Financials,Cleveland,OH,no
CMS Energy,7538.0,12.8,1353.0,20292.2,"8,813",6680.0,-0.024,755.0,17718.7,8493,Energy,Jackson,MI,no
Taylor Morrison Home,7501.3,22.4,663.0,3301.6,"3,000",6129.3,0.287,243.4,3969.2,2700,Engineering & Construction,Scottsdale,AZ,yes
American Financial Group,7462.0,-5.7,1995.0,12367.8,"6,600",7909.0,-0.04,732.0,9858.2,7300,Financials,Cincinnati,OH,no
UGI,7447.0,13.5,1467.0,7599.1,"11,300",6559.0,-0.104,532.0,8552.8,11300,Energy,King of Prussia,PA,no
Science Applications International,7394.0,4.8,277.0,5166.1,"25,090",7056.0,0.106,209.0,4853.8,26134,Technology,Reston,VA,yes
Avantor,7386.1,15.5,572.6,20629.1,"13,500",6393.6,0.058,116.6,16631.4,12400,Technology,Radnor,PA,no
Hanesbrands,7347.8,10.3,77.2,5191.4,"58,000",6664.4,-0.043,-75.6,6865.0,61000,Apparel,Winston-Salem,NC,no
Clorox,7341.0,9.2,710.0,17108.7,"9,000",6721.0,0.082,939.0,24262.6,8800,Household Products,Oakland,CA,yes
KBR,7339.0,27.3,18.0,7634.9,"28,000",5767.0,0.023,-72.0,5407.0,29000,Engineering & Construction,Houston,TX,no
TravelCenters of America,7336.8,51.4,58.5,637.5,"16,540",4846.0,-0.208,-13.9,395.3,16374,Retailing,Westlake,OH,no
Hertz Global Holdings,7336.0,39.5,366.0,9508.9,"23,000",5258.0,-0.462,-1714.0,268.7,24000,Retailing,Estero,FL,no
Analog Devices,7318.3,30.6,1390.4,86441.2,"24,700",5603.1,-0.065,1220.8,57208.0,15900,Technology,Wilmington,MA,no
Darden Restaurants,7196.1,-7.8,629.3,16980.9,"156,883",7806.9,-0.083,-52.4,18506.6,177895,"Hotels, Restaurants & Leisure",Orlando,FL,no
Graphic Packaging Holding,7156.0,9.1,204.0,6154.4,"25,000",6559.9,0.065,167.3,4862.4,18775,Materials,Atlanta,GA,no
NCR,7156.0,15.3,97.0,5474.7,"38,000",6207.0,-0.102,-79.0,4943.2,36000,Technology,Atlanta,GA,no
Brighthouse Financial,7142.0,-16.0,-108.0,3958.7,"1,500",8503.0,0.297,-1061.0,3866.5,1400,Financials,Charlotte,NC,no
PPL,7127.0,-6.3,-1480.0,21001.9,"5,607",7607.0,-0.021,1469.0,22177.5,12318,Energy,Allentown,PA,no
Cintas,7116.3,0.4,1111.0,43566.7,"40,000",7085.1,0.028,876.0,35850.9,40000,Business Services,Cincinnati,OH,no
Xerox Holdings,7038.0,0.2,-455.0,3123.3,"23,300",7022.0,-0.232,192.0,4821.3,24700,Technology,Norwalk,CT,no
Rockwell Automation,6997.4,10.5,1358.1,32538.4,"24,500",6329.8,-0.055,1023.4,30832.2,23500,Industrials,Milwaukee,WI,no
Citizens Financial Group,6986.0,-9.0,2319.0,19135.7,"17,463",7676.0,-0.048,1057.0,18768.4,17584,Financials,Providence,RI,no
KLA,6918.7,19.2,2078.3,55170.9,"11,425",5806.4,0.271,1216.8,50906.3,10600,Technology,Milpitas,CA,no
