"Company","Revenue_2021","Revenue%change_2021","Profits_in_millions_2021","Market_value_2021","Employees_2021","Revenue_2022","Revenue%change_2022","Profits_in_millions_2022","Market_value_2022","Employees_2022","Sector","City","State","Ceo_woman","lat","long"
"OGE Energy","2122.3","-0.049","-173.7","6472.7",2360,"3653.7","72.2","737.3","8164.2",2185,"Energy","Oklahoma City","OK","no","35.472988600000000","-97.517053600000000"
"Winnebago Industries","2355.5","0.186","61.4","2577.5",5505,"3629.8","54.1","281.9","1770.9",6532,"Motor Vehicles & Parts","Eden Prairie","MN","no","44.854685600000000","-93.470786000000000"
"Ciena","3532.2","-0.011","361.3","8481.8",7032,"3620.7","2.5","500.2","9223.4",7205,"Technology","Hanover","MD","no","39.192885300000000","-76.724137100000000"
"PriceSmart","3329.2","0.033","78.1","2973.9",9500,"3619.9","8.7","98","2434.1",10400,"Retailing","San Diego","CA","yes","32.717420200000000","-117.162772800000000"
"Advantage Solutions","3155.7","-0.166","-162.4","3760.9",40000,"3602.3","14.2","54.5","2029.6",45000,"Business Services","Irvine","CA","yes","33.685696900000000","-117.825981900000000"
"H&R Block","2639.7","-0.147","-7.5","3955.2",42000,"3588.6","35.9","683.9","4284.6",38000,"Financials","Kansas City","MO","no","39.100105000000000","-94.578141600000000"
"iHeartMedia","2948.2","-0.2","-1914.7","2584.6",9588,"3558.3","20.7","-159.2","2728.1",9990,"Media","San Antonio","TX","no","29.424600200000000","-98.495140500000000"
"Super Micro Computer","3339.3","-0.046","84.3","1975.5",3987,"3557.4","6.5","111.9","1963",4155,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"Flowserve","3728.1","-0.054","116.3","5056",16000,"3541.1","-5","125.9","4681.4",16000,"Industrials","Irving","TX","no","32.829518300000000","-96.944217700000000"
"Charles River Laboratories International","2923.9","0.115","364.3","14552.4",18400,"3540.2","21.1","391","14425.4",19300,"Health Care","Wilmington","MA","no","42.546482800000000","-71.173666900000000"
"A.O. Smith","2895.3","-0.033","344.9","10932.7",13900,"3538.9","22.2","487.1","10032.2",13700,"Industrials","Milwaukee","WI","no","43.034993100000000","-87.922497000000000"
"Granite Construction","3562.5","0.034","-145.1","1843",4100,"3501.9","-1.7","10.1","1504.7",2600,"Engineering & Construction","Watsonville","CA","no","36.909277300000000","-121.752907100000000"
"Valmont Industries","2895.4","0.046","140.7","5053.7",10844,"3501.6","20.9","195.6","5083.4",11041,"Materials","Omaha","NE","no","41.258745900000000","-95.938375800000000"
"Sprague Resources","2336","-0.333","33.8","502.3",765,"3498.2","49.8","-68.9","433.7",757,"Energy","Portsmouth","NH","no","43.070222300000000","-70.754862100000000"
"Primoris Services","3491.5","0.124","105","1779.9",10414,"3497.6","0.2","115.6","1269.8",10810,"Engineering & Construction","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Cboe Global Markets","3427.1","0.373","468.2","10580.6",1010,"3494.8","2","529","12148.2",1196,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Carter's","3024.3","-0.141","109.7","3908.5",18000,"3486.4","15.3","339.7","3763.4",15900,"Apparel","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"TopBuild","2718","0.036","247","6925.4",10540,"3486.2","28.3","324","5987.1",13006,"Engineering & Construction","Daytona Beach","FL","no","29.210814700000000","-81.022833100000000"
"SiteOne Landscape Supply","2704.5","0.147","121.3","7579.5",4680,"3475.7","28.5","238.4","7255.5",5475,"Wholesalers","Roswell","GA","no","34.023320000000000","-84.360022000000000"
"Texas Roadhouse","2398.1","-0.13","31.3","6679.3",32474,"3463.9","44.4","245.3","5787.8",73300,"Hotels, Restaurants & Leisure","Louisville","KY","no","38.254237600000000","-85.759407000000000"
"Akamai Technologies","3198.1","0.105","557.1","16632.1",8368,"3461.2","8.2","651.6","19210",8700,"Technology","Cambridge","MA","no","42.365576700000000","-71.104001800000000"
"Acuity Brands","3326.3","-0.094","248.3","5891.4",11500,"3461","4","306.3","6628.9",13000,"Industrials","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Brown-Forman","3363","0.012","827","32119.3",4800,"3461","2.9","903","31376.6",4700,"Food, Beverages & Tobacco","Louisville","KY","no","38.254237600000000","-85.759407000000000"
"Navient","3728","-0.326","412","2629.8",6485,"3454","-7.3","717","2592.3",5263,"Financials","Wilmington","DE","no","39.745946800000000","-75.546589000000000"
"Option Care Health","3032.6","0.313","-8.1","3189.9",5499,"3438.6","13.4","139.9","5139",6334,"Health Care","Bannockburn","IL","no","42.193358100000000","-87.866457900000000"
"Floor & Decor Holdings","2425.8","0.186","195","9988.2",7593,"3433.5","41.5","283.2","8573.8",9276,"Retailing","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Public Storage","2915.1","0.024","1357.2","43131.1",5400,"3415.8","17.2","1953.3","68438.2",5800,"Financials","Glendale","CA","no","34.146941600000000","-118.247847100000000"
"Cabot","2614","-0.217","-238","2969",4500,"3409","30.4","250","3871.1",4500,"Chemicals","Boston","MA","no","42.355433400000000","-71.060511000000000"
"Atmos Energy","2821.1","-0.028","601.4","12668.7",4694,"3407.5","20.8","665.6","16182.8",4684,"Energy","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Selective Insurance Group","2922.3","0.027","246.4","4354.1",2400,"3379.2","15.6","403.8","5391.5",2440,"Financials","Branchville","NJ","no","41.146485200000000","-74.752387400000000"
"Take-Two Interactive Software","3089","0.158","404.5","20351.9",5800,"3372.8","9.2","588.9","17744.1",6495,"Media","New York","NY","no","40.712728100000000","-74.006015200000000"
"Boyd Gaming","2178.5","-0.345","-134.7","6608.3",14284,"3369.8","54.7","463.8","7234",15114,"Hotels, Restaurants & Leisure","Las Vegas","NV","no","36.167255900000000","-115.148516000000000"
"Plexus","3390.4","0.071","117.5","2646.7",19500,"3368.9","-0.6","138.9","2298.6",19200,"Technology","Neenah","WI","no","44.185819300000000","-88.462609000000000"
"ScanSource","3609.2","-0.068","-192.7","762.3",2200,"3364.2","-6.8","10.8","890.8",2200,"Wholesalers","Greenville","SC","no","34.851354000000000","-82.398488200000000"
"Franchise Group","2152.5","7.11","25.1","1447.8",6421,"3362.7","56.2","363.8","1669.6",11895,"Retailing","Delaware","OH","no","40.298672400000000","-83.067965000000000"
"Mr. Cooper Group","2733","0.362","305","3150",9800,"3344","22.4","1454","3369.4",8200,"Financials","Coppell","TX","no","32.955259800000000","-97.015570300000000"
"Fortinet","2594.4","0.199","488.5","30095.7",8238,"3342.2","28.8","606.8","54957.1",10195,"Technology","Sunnyvale","CA","no","37.368830100000000","-122.036349000000000"
"Brinker International","3078.5","-0.043","24.4","3230.4",62200,"3337.8","8.4","131.6","1701.9",59491,"Hotels, Restaurants & Leisure","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Albemarle","3128.9","-0.128","375.8","17053.7",5900,"3328","6.4","123.7","25899.4",6000,"Chemicals","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"Peabody Energy","2881.1","-0.377","-1870.3","300.9",4600,"3318.3","15.2","360.1","3391.5",4900,"Energy","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"Evercore","2285.3","0.126","350.6","5536.1",1791,"3307.1","44.7","740.1","4275.1",1940,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Stewart Information Services","2288.4","0.18","154.9","1392",5800,"3305.8","44.5","323.2","1635.1",7300,"Financials","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Central Garden & Pet","2695.5","0.131","120.7","2937",5950,"3303.7","22.6","151.7","2286.5",6750,"Household Products","Walnut Creek","CA","no","37.902073100000000","-122.061870200000000"
"GMS","3241.3","0.04","23.4","1788.8",5611,"3298.8","1.8","105.6","2142.1",5843,"Wholesalers","Tucker","GA","no","33.853270100000000","-84.220072900000000"
"H.B. Fuller","2790.3","-0.037","123.7","3286.9",6428,"3278","17.5","161.4","3505.2",6500,"Chemicals","St. Paul","MN","no","44.949748700000000","-93.093102800000000"
"Middleby","2513.3","-0.151","207.3","9222.1",9289,"3250.8","29.3","488.5","8961.1",10624,"Industrials","Elgin","IL","no","42.037260000000000","-88.281099400000000"
"Renewable Energy Group","2137.1","-0.191","122.8","2977.4",895,"3244.1","51.8","213.8","3056.2",1196,"Energy","Ames","IA","yes","42.026756700000000","-93.617044800000000"
"MSC Industrial Direct","3192.4","-0.051","251.1","5033.9",6315,"3243.2","1.6","216.9","4758.3",6472,"Wholesalers","Melville","NY","no","40.793432200000000","-73.415121400000000"
"Vishay Intertechnology","2501.9","-0.062","122.9","3485.1",21600,"3240.5","29.5","298","2840.1",22800,"Technology","Malvern","PA","no","40.036202000000000","-75.513895900000000"
"Applied Industrial Technologies","3245.7","-0.065","24","3540.3",6200,"3235.9","-0.3","144.8","3947.9",5947,"Wholesalers","Cleveland","OH","no","41.499657400000000","-81.693677200000000"
"Lincoln Electric Holdings","2655.4","-0.116","206.1","7334.6",10700,"3234.2","21.8","276.5","8079.1",11000,"Industrials","Cleveland","OH","no","41.499657400000000","-81.693677200000000"
"First Horizon","3390","0.488","845","9362.6",8358,"3234","-4.6","999","12542.9",7676,"Financials","Memphis","TN","no","35.146024900000000","-90.051763800000000"
"AptarGroup","2929.3","0.024","214","9352",13000,"3227.2","10.2","244.1","7702.9",13000,"Materials","Crystal Lake","IL","no","42.241134400000000","-88.316196500000000"
"Citrix Systems","3236.7","0.075","504.4","17259.2",9000,"3217.2","-0.6","307.5","12704.6",9700,"Technology","Fort Lauderdale","FL","no","26.122308400000000","-80.143378600000000"
"IDEXX Laboratories","2706.7","0.125","581.8","41899.5",9300,"3215.4","18.8","744.8","46089.3",10350,"Health Care","Westbrook","ME","no","43.676303600000000","-70.366387400000000"
"Tetra Tech","2994.9","-0.036","173.9","7359.9",20000,"3213.5","7.3","232.8","8906.7",21000,"Engineering & Construction","Pasadena","CA","no","49.013923400000000","-57.598653100000000"
"Lyft","2364.7","-0.346","-1752.9","20781.8",4675,"3208.3","35.7","-1009.4","13384.6",4453,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Gannett","3405.7","0.823","-670.5","748",20800,"3208.1","-5.8","-135","643.9",16300,"Media","McLean","VA","no","38.934288800000000","-77.177632700000000"
"ResMed","2957","0.134","621.7","28231.7",7770,"3196.8","8.1","474.5","35463.3",7970,"Health Care","San Diego","CA","no","32.717420200000000","-117.162772800000000"
"Designer Brands","2234.7","-0.36","-488.7","1259.8",11400,"3196.6","43","154.5","991.4",13500,"Retailing","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Graham Holdings","2889.1","-0.015","300.4","2813.1",16661,"3186","10.3","352.1","3000.6",15048,"Business Services","Arlington","VA","no","38.890396100000000","-77.084158500000000"
"Worthington Industries","3059.1","-0.186","78.8","3476.1",9000,"3171.4","3.7","723.8","2537.8",9000,"Materials","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Calumet Specialty Products Partners","2268.2","-0.343","-149","479.7",1400,"3148","38.8","-260.1","1070.8",1450,"Energy","Indianapolis","IN","no","39.768333100000000","-86.158350200000000"
"TransUnion","2716.6","0.023","343.2","17214.5",8200,"3145","15.8","1387.1","19882.6",10200,"Business Services","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Travel + Leisure","2160","-0.466","-255","5255.6",15500,"3134","45.1","308","4966.2",16800,"Hotels, Restaurants & Leisure","Orlando","FL","no","28.542110900000000","-81.379030400000000"
"Dycom Industries","3199.2","-0.042","34.3","2842.7",14276,"3130.5","-2.1","48.6","2821",15024,"Engineering & Construction","Palm Beach Gardens","FL","no","26.823394600000000","-80.138654700000000"
"Columbia Sportswear","2501.6","-0.178","108","7012.4",7275,"3126.4","25","354.1","5840.4",8325,"Apparel","Portland","OR","no","45.520247100000000","-122.674194000000000"
"Grocery Outlet Holding","3134.6","0.225","106.7","3513.8",860,"3079.6","-1.8","62.3","3148",875,"Food & Drug Stores","Emeryville","CA","no","37.831408900000000","-122.286526600000000"
"AMC Networks","2815","-0.08","240","2204",2180,"3077.6","9.3","250.6","1721.7",1883,"Media","New York","NY","yes","40.712728100000000","-74.006015200000000"
"Hyster-Yale Materials Handling","2812.1","-0.146","37.1","1464.7",7600,"3075.7","9.4","-173","561.2",8100,"Industrials","Cleveland","OH","no","41.499657400000000","-81.693677200000000"
"ChampionX","1900","0.68","-743.9","4368.1",6600,"3075","61.8","113.3","4976.7",7000,"Energy","The Woodlands","TX","no","30.173419400000000","-95.504686000000000"
"Comfort Systems USA","2856.7","0.092","150.1","2705.6",11100,"3073.6","7.6","143.3","3200.5",13200,"Engineering & Construction","Houston","TX","no","29.758938200000000","-95.367697400000000"
"EQT","3058.8","-0.307","-967.2","5181.1",624,"3064.7","0.2","-1155.8","12955.4",693,"Energy","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"Brown & Brown","2613.4","0.092","480.5","12958.2",10843,"3051.4","16.8","587.1","20395.7",12023,"Financials","Daytona Beach","FL","no","29.210814700000000","-81.022833100000000"
"LGI Homes","2367.9","0.288","323.9","3712.4",938,"3050.1","28.8","429.6","2322.4",952,"Engineering & Construction","The Woodlands","TX","no","30.173419400000000","-95.504686000000000"
"Hyatt Hotels","2066","-0.588","-703","8377.5",37000,"3028","46.6","-222","10498.3",44000,"Hotels, Restaurants & Leisure","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Comerica","3094","-0.189","474","10007.1",7681,"3024","-2.3","1168","11854.4",7442,"Financials","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Energizer Holdings","2860.6","0.048","-93.3","3244.7",5900,"3021.5","5.6","160.9","2191.7",6000,"Household Products","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"Rackspace Technology","2707.1","0.11","-245.8","4887.3",7200,"3009.5","11.2","-218.3","2365.6",6600,"Technology","San Antonio","TX","no","29.424600200000000","-98.495140500000000"
"Verisk Analytics","2784.6","0.068","712.7","28763.6",8960,"2998.6","7.7","666.2","34616.2",9367,"Business Services","Jersey City","NJ","no","40.721568200000000","-74.047455000000000"
"Spectrum Brands Holdings","3964.2","-0.042","97.8","3622.9",12100,"2998.1","-24.4","189.6","3617.6",12100,"Household Products","Middleton","WI","no","43.096291900000000","-89.511956500000000"
"Euronet Worldwide","2482.7","-0.097","-3.4","7295.7",8100,"2995.4","20.7","70.7","6658.2",8800,"Business Services","Leawood","KS","no","38.966673000000000","-94.616901200000000"
"TEGNA","2937.8","0.278","482.8","4154.4",6430,"2991.1","1.8","477","4962.6",6200,"Media","Tysons","VA","no","38.918592000000000","-77.231472300000000"
"Cadence Design Systems","2682.9","0.148","590.6","38229.9",8746,"2988.2","11.4","696","45781.7",9298,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"Incyte","2666.7","0.235","-295.7","17866.7",1773,"2986.3","12","948.6","17577.6",2094,"Health Care","Wilmington","DE","no","39.745946800000000","-75.546589000000000"
"Match Group","2391.3","-0.497","128.6","36951.3",1890,"2983.3","24.8","277.7","31007",2520,"Technology","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Valvoline","2353","-0.015","317","4729.7",8800,"2981","26.7","420","5660.5",9800,"Chemicals","Lexington","KY","no","38.046406600000000","-84.497039300000000"
"EnerSys","3087.9","0.1","137.1","3876",11400,"2977.9","-3.6","143.4","3076",11400,"Industrials","Reading","PA","no","40.335345000000000","-75.927949500000000"
"Avaya Holdings","2873","-0.005","-680","2351.8",8266,"2973","3.5","-13","1076",8063,"Technology","Durham","NC","no","35.996653000000000","-78.901805300000000"
"UWM Holdings","4938.6","2.863","3382.5","12729",7500,"2970.3","-39.9","98.4","7223.5",8000,"Financials","Pontiac","MI","no","42.638921600000000","-83.291046800000000"
"Zions Bancorp.","2942","-0.093","539","8993.3",9678,"2970","1","1129","9958.2",9685,"Financials","Salt Lake City","UT","no","40.759619800000000","-111.886797000000000"
"Quad/Graphics","3009","-0.273","-128.3","194.9",15800,"2960.4","-1.6","37.8","388.5",15100,"Media","Sussex","WI","no","43.133900100000000","-88.222037200000000"
"MKS Instruments","2330","0.226","350.1","10245.4",5600,"2949.6","26.6","551.4","8327.6",6200,"Technology","Andover","MA","no","42.657170000000000","-71.140877600000000"
"Arista Networks","2317.5","-0.039","634.6","23043.7",2613,"2948","27.2","840.9","42773.4",2993,"Technology","Santa Clara","CA","yes","37.354113200000000","-121.955174000000000"
"Interactive Brokers Group","2479","-0.039","195","6634.3",2033,"2938","18.5","308","27961.7",2571,"Financials","Greenwich","CT","no","41.026486200000000","-73.628459800000000"
"Range Resources","1968.7","-0.304","-711.8","2671",533,"2930.2","48.8","411.8","7964",527,"Energy","Fort Worth","TX","no","32.753177000000000","-97.332745900000000"
"Cheesecake Factory","1983.2","-0.201","-253.4","2715.4",42500,"2927.5","47.6","72.4","2098.6",45800,"Hotels, Restaurants & Leisure","Calabasas Hills","CA","no","34.132002900000000","-118.710826600000000"
"First Solar","2711.3","-0.115","398.4","9252.6",5100,"2923.4","7.8","468.7","8904.4",4800,"Energy","Tempe","AZ","no","33.425511700000000","-111.940016400000000"
"Bio-Rad Laboratories","2545.6","0.101","3806.3","17046.3",8000,"2922.5","14.8","4245.9","16982.2",7900,"Technology","Hercules","CA","no","38.017144100000000","-122.288580800000000"
"Newmark Group","1905","-0.141","80.1","1834.6",5742,"2906.4","52.6","750.7","3009.9",6169,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"PC Connection","2590.3","-0.081","55.8","1214.3",2598,"2892.6","11.7","69.9","1375.8",2542,"Wholesalers","Merrimack","NH","no","42.865086400000000","-71.493400400000000"
"Boston Properties","2765.7","-0.066","872.7","15776.9",750,"2888.6","4.4","505.2","20179.9",743,"Financials","Boston","MA","no","42.355433400000000","-71.060511000000000"
"Western Midstream Partners","2772.6","0.01","527","7678.8",1045,"2877.2","3.8","916.3","10177.4",1127,"Energy","The Woodlands","TX","no","30.173419400000000","-95.504686000000000"
"Magellan Midstream Partners","2427.8","-0.11","817","9681.5",1720,"2870.1","18.2","982","10422.1",1715,"Energy","Tulsa","OK","no","36.156312200000000","-95.992751600000000"
"Hillenbrand","2517","0.393","-60.1","3580.8",11000,"2864.8","13.8","249.9","3216.2",10500,"Industrials","Batesville","IN","yes","39.300006500000000","-85.222184000000000"
"Donaldson","2581.8","-0.092","257","7335.3",12400,"2853.9","10.5","286.9","6416.4",13100,"Industrials","Minneapolis","MN","no","44.977299500000000","-93.265469200000000"
"Moog","2884.6","-0.007","9.2","2664.8",12623,"2852","-1.1","157.2","2814.6",14000,"Aerospace & Defense","East Aurora","NY","no","42.768914100000000","-78.617761100000000"
"Hawaiian Electric Industries","2579.8","-0.103","197.8","4855.4",3702,"2850.4","10.5","246.2","4630",3623,"Energy","Honolulu","HI","no","21.304547000000000","-157.855676000000000"
"Five Below","1962.1","0.062","123.4","10677.2",12050,"2848.4","45.2","278.8","8825",13150,"Retailing","Philadelphia","PA","no","39.952723700000000","-75.163526200000000"
"Fleetcor Technologies","2388.9","-0.098","704.2","22408.1",8400,"2833.7","18.6","839.5","19398.4",9700,"Business Services","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"West Pharmaceutical Services","2146.9","0.167","346.2","20809.5",9200,"2831.6","31.9","661.8","30508.2",10065,"Health Care","Exton","PA","no","40.028995500000000","-75.620765100000000"
"Green Plains","1923.7","-0.37","-108.8","1208.8",839,"2827.2","47","-66","1662.5",859,"Energy","Omaha","NE","no","41.258745900000000","-95.938375800000000"
"Cracker Barrel Old Country Store","2522.8","-0.179","-32.5","4101.6",55000,"2821.4","11.8","254.5","2757.6",70000,"Hotels, Restaurants & Leisure","Lebanon","TN","yes","36.207977900000000","-86.291094500000000"
"Virtu Financial","3239.3","1.117","649.2","5974.4",976,"2811.5","-13.2","476.9","6622.1",973,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Teleflex","2537.2","-0.022","335.3","19421.8",14000,"2809.6","10.7","485.4","16642.1",14000,"Health Care","Wayne","PA","no","40.044014900000000","-75.387861600000000"
"Zynga","1974.8","0.494","-429.4","11057.4",2245,"2800.5","41.8","-104.2","10463.5",2952,"Media","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Waters","2365.4","-0.017","521.6","17671.3",7412,"2785.9","17.8","692.8","18783.4",7800,"Technology","Milford","MA","no","42.141335300000000","-71.519201900000000"
"Hovnanian Enterprises","2343.9","0.162","50.9","650.5",1697,"2782.9","18.7","607.8","371.9",1784,"Engineering & Construction","Matawan","NJ","no","40.414830000000000","-74.229589100000000"
"Caleres","2117.1","-0.275","-439.1","827.3",6650,"2777.6","31.2","137","727.5",7200,"Retailing","St. Louis","MO","yes","38.628027800000000","-90.191015400000000"
"FTI Consulting","2461.3","0.046","210.7","4797.5",6321,"2776.2","12.8","235","5400.1",6780,"Business Services","Washington","DC","no","38.895036800000000","-77.036542700000000"
"Overstock.com","2549.8","0.747","56","3151.3",1750,"2773.8","8.8","389.4","1897.8",1350,"Retailing","Midvale","UT","no","40.614917400000000","-111.910660700000000"
"Visteon","2548","-0.135","-56","3404.3",10000,"2773","8.8","41","3056.1",10000,"Motor Vehicles & Parts","Van Buren Township","MI","no","42.220798200000000","-83.484146400000000"
"G-III Apparel Group","2055.1","-0.35","23.5","1458.1",3050,"2766.5","34.6","200.6","1296.1",3250,"Apparel","New York","NY","no","40.712728100000000","-74.006015200000000"
"ITT","2477.8","-0.129","72.5","7863.7",9700,"2765","11.6","316.3","6415.4",9900,"Industrials","White Plains","NY","no","41.033986200000000","-73.762909700000000"
"IDEX","2351.6","-0.057","377.8","15891.6",7075,"2764.8","17.6","449.4","14591.6",7536,"Industrials","Northbrook","IL","no","42.128704000000000","-87.826508900000000"
"Popular","2603.9","-0.08","506.6","5933.5",8522,"2764.8","6.2","934.9","6252.3",8351,"Financials","Hato Rey","PR","no","18.420593500000000","-66.050055900000000"
"Brookdale Senior Living","3540.2","-0.127","82","1109.9",38250,"2758.3","-22.1","-99.3","1308.3",28545,"Health Care","Brentwood","TN","yes","36.032568700000000","-86.782523500000000"
"Werner Enterprises","2372.2","-0.037","169.1","3208",12292,"2734.4","15.3","259.1","2697.9",13525,"Transportation","Omaha","NE","no","41.258745900000000","-95.938375800000000"
"Americold Realty Trust","1987.7","0.114","24.5","9708.5",16300,"2714.8","36.6","-30.5","7489.8",16275,"Financials","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"SkyWest","2127.1","-0.284","-8.5","2740.6",12502,"2713.5","27.6","111.9","1457.6",15205,"Transportation","St. George","UT","no","37.104153000000000","-113.584131300000000"
"Primerica","2217.5","0.08","386.2","5826.2",2528,"2709.7","22.2","373.4","5326.8",3170,"Financials","Duluth","GA","no","34.002856900000000","-84.144104600000000"
"Nu Skin Enterprises","2581.9","0.067","191.4","2689.2",26000,"2695.7","4.4","147.3","2385.6",19600,"Household Products","Provo","UT","no","40.233728900000000","-111.658708500000000"
"Copart","2205.6","0.08","699.9","25666.4",7600,"2692.5","22.1","936.5","29798.8",8600,"Retailing","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"PROG Holdings","2484.6","-0.371","-61.5","2931.9",1868,"2677.9","7.8","243.6","1586.9",2023,"Financials","Draper","UT","no","40.524777700000000","-111.862798900000000"
"Splunk","2229.4","-0.055","-908","22196.9",6500,"2673.7","19.9","-1339.1","23881.6",7000,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"MRC Global","2560","-0.301","-274","746.6",2600,"2666","4.1","-14","995.2",2600,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Stericycle","2675.5","-0.191","-57.3","6184.5",15290,"2646.9","-1.1","-27.8","5415.5",15465,"Business Services","Bannockburn","IL","yes","42.193358100000000","-87.866457900000000"
"Ensign Group","2402.6","0.051","170.5","5132.6",24400,"2627.5","9.4","194.7","4958.3",25900,"Health Care","San Juan Capistrano","CA","no","33.501693200000000","-117.662550900000000"
"Steelcase","3723.7","0.081","199.7","1653.5",13350,"2596.2","-30.3","26.1","1339.5",11400,"Household Products","Grand Rapids","MI","yes","42.963242500000000","-85.667863900000000"
"Guess","1876.5","-0.299","-81.2","1495.2",11000,"2591.6","38.1","171.4","1305.5",12500,"Retailing","Los Angeles","CA","no","34.053690900000000","-118.242766000000000"
"Playtika Holding","2371.5","0.256","92.1","11145.3",3800,"2583","8.9","308.5","7965.8",4000,"Media","Henderson","NV","no","36.030113400000000","-114.982619400000000"
"ManTech International","2518.4","0.133","120.5","3521.7",9400,"2554","1.4","137","3517.6",9800,"Technology","Herndon","VA","no","38.969531600000000","-77.385947900000000"
"BrightView Holdings","2346","-0.024","-41.6","1773.8",19900,"2553.6","8.8","46.3","1351.5",20150,"Business Services","Blue Bell","PA","no","40.152331000000000","-75.266289000000000"
"NortonLifeLock","3858","-0.185","3887","12371.2",3600,"2552","-33.9","554","15441.9",2800,"Technology","Tempe","AZ","no","33.425511700000000","-111.940016400000000"
"Deckers Outdoor","2132.7","0.056","276.1","9307.9",3600,"2545.6","19.4","382.6","7457.8",3400,"Apparel","Goleta","CA","no","34.435829500000000","-119.827638900000000"
"Griffon","2407.5","0.09","53.4","1534.8",7400,"2541.7","5.6","79.2","1127.8",6700,"Materials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Curtiss-Wright","2391.3","-0.039","201.4","4853",8200,"2505.9","4.8","267.2","5771",7800,"Industrials","Davidson","NC","yes","35.499261400000000","-80.848521800000000"
"MYR Group","2247.4","0.085","58.8","1203.2",7200,"2498.3","11.2","85","1594.5",7600,"Engineering & Construction","Henderson","CO","no","39.920540500000000","-104.865808400000000"
"MillerKnoll","2486.6","-0.031","-9.1","2427",7600,"2465.1","-0.9","173.1","2617.7",7600,"Household Products","Zeeland","MI","yes","42.812434900000000","-86.028816700000000"
"Equity Residential","2571.7","-0.048","913.6","26693.9",2600,"2464","-4.2","1332.9","33802.5",2400,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"DexCom","1926.7","0.305","493.6","34755.1",5950,"2448.5","27.1","154.7","49824.5",6650,"Health Care","San Diego","CA","no","32.717420200000000","-117.162772800000000"
"Rollins","2161.2","0.072","260.8","16939.1",15616,"2424.3","12.2","350.7","17260.7",16482,"Business Services","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Bruker","1987.5","-0.041","157.8","9742.6",7400,"2417.9","21.7","277.1","9694.7",7765,"Technology","Billerica","MA","no","42.558426400000000","-71.268947000000000"
"Joann","2762.3","0.233","212.3","409.8",27500,"2417.6","-12.5","56.7","463.2",13530,"Retailing","Hudson","OH","no","41.240056000000000","-81.440667000000000"
"Gray Television","2381","0.122","410","1748.1",7140,"2413","1.3","90","2093.2",8801,"Media","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Affiliated Managers Group","2027.5","-0.095","202.2","6352",3900,"2412.4","19","565.7","5606.8",4050,"Financials","West Palm Beach","FL","no","26.715364000000000","-80.053294200000000"
"Summit Materials","2332.5","0.05","138","3216.6",6000,"2409.7","3.3","152.2","3687.8",5500,"Materials","Denver","CO","yes","39.739236400000000","-104.984862000000000"
"SLM","2353.1","-0.011","880.7","6535.2",1600,"2409.3","2.4","1160.5","5129.7",1450,"Financials","Newark","DE","no","39.677592700000000","-75.763086600000000"
"Belden","1971.9","-0.209","-55.2","1981.4",6300,"2408.1","22.1","63.9","2492.5",7400,"Industrials","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"Allison Transmission Holdings","2081","-0.229","299","4536.9",3300,"2402","15.4","442","3810.6",3400,"Motor Vehicles & Parts","Indianapolis","IN","no","39.768333100000000","-86.158350200000000"
"Portland General Electric","2145","0.01","155","4252.2",3639,"2396","11.7","244","4940",2839,"Energy","Portland","OR","yes","45.520247100000000","-122.674194000000000"
