"Company","Revenue_2021","Revenue%change_2021","Profits_in_millions_2021","Market_value_2021","Employees_2021","Revenue_2022","Revenue%change_2022","Profits_in_millions_2022","Market_value_2022","Employees_2022","Sector","City","State","Ceo_woman","lat","long"
"Univar Solutions","8265","-0.125","52.9","3650.6",9457,"9535.5","15.4","460.6","5459.8",9450,"Wholesalers","Downers Grove","IL","no","41.793682200000000","-88.010228100000000"
"Huntington Ingalls Industries","9361","0.052","696","8295.7",42000,"9524","1.7","544","7991",44000,"Aerospace & Defense","Newport News","VA","no","36.977501600000000","-76.429770000000000"
"W.R. Berkley","8098.9","0.025","530.7","13364.2",7495,"9455.5","16.7","1022.5","17658.8",7681,"Financials","Greenwich","CT","no","41.026486200000000","-73.628459800000000"
"Insight Enterprises","8340.6","0.079","172.6","3349.5",11006,"9436.1","13.1","219.3","3745.1",11624,"Technology","Tempe","AZ","yes","33.425511700000000","-111.940016400000000"
"News Corp.","9008","-0.106","-1269","14628.8",23500,"9358","3.9","330","13127.7",24000,"Media","New York","NY","no","40.712728100000000","-74.006015200000000"
"American Tower","8041.5","0.061","1690.6","106234.5",5618,"9356.9","16.4","2567.7","114527.4",6378,"Financials","Boston","MA","no","42.355433400000000","-71.060511000000000"
"Old Republic International","7166","-0.007","558.6","6650.3",9000,"9341.6","30.4","1534.3","7972.8",9600,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Burlington Stores","5764","-0.209","-216.5","19835.9",35246,"9322.3","61.7","408.8","12112.8",38599,"Retailing","Burlington","NJ","no","40.071221800000000","-74.864885900000000"
"Avis Budget Group","5402","-0.411","-684","5067.6",17500,"9313","72.4","1285","14157",18500,"Retailing","Parsippany","NJ","no","40.857877200000000","-74.425986600000000"
"ODP","9710","-0.088","-319","2317.1",37000,"9267","-4.6","-208","2222.2",26000,"Retailing","Boca Raton","FL","no","26.358688500000000","-80.083098400000000"
"Bed Bath & Beyond","11158.6","-0.072","-613.8","3533.4",55000,"9233","-17.3","-150.8","2170.5",37600,"Retailing","Union","NJ","yes","40.697601900000000","-74.263202400000000"
"Seaboard","7126","0.042","283","4283.3",13100,"9229","29.5","570","4881.6",13200,"Food, Beverages & Tobacco","Merriam","KS","no","39.016805800000000","-94.689947000000000"
"First American Financial","7086.7","0.143","696.4","6216.5",19597,"9221","30.1","1241","7087.2",22233,"Financials","Santa Ana","CA","no","33.749495100000000","-117.873221300000000"
"Intercontinental Exchange","8244","0.259","2089","62843.7",8890,"9168","11.2","4058","74044.8",8858,"Financials","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"PVH","7132.6","-0.28","-1136.1","7522.7",26500,"9154.7","28.4","952.3","5210",25000,"Apparel","New York","NY","no","40.712728100000000","-74.006015200000000"
"Apollo Global Management","2110.9","-0.329","156.6","10904.7",1729,"9124","332.2","1838.5","37194",2153,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Jefferies Financial Group","6955.9","0.298","775.2","7524.6",4945,"9039.9","30","1674.4","7933.9",5556,"Financials","New York","NY","no","40.712728100000000","-74.006015200000000"
"Hershey","8149.7","0.02","1278.7","32765.3",16040,"8971.3","10.1","1477.5","44461.5",17805,"Food, Beverages & Tobacco","Hershey","PA","yes","40.285488100000000","-76.650600100000000"
"NVR","7566","0.019","901.2","17318",6100,"8970.1","18.6","1236.7","15010.5",6600,"Engineering & Construction","Reston","VA","no","38.958373700000000","-77.357980500000000"
"Foot Locker","7548","-0.057","323","5809.4",33522,"8958","18.7","893","2850",33244,"Retailing","New York","NY","yes","40.712728100000000","-74.006015200000000"
"Dana","7106","-0.176","-31","3529.4",38200,"8945","25.9","197","2544.4",40200,"Motor Vehicles & Parts","Maumee","OH","no","41.562829400000000","-83.653824400000000"
"SpartanNash","9348.5","0.095","75.9","709.3",14400,"8931","-4.5","73.8","1185.1",13300,"Wholesalers","Byron Center","MI","no","42.812250800000000","-85.722806200000000"
"Olin","5758","-0.058","-969.9","6024.1",8000,"8910.6","54.8","1296.7","8062",7750,"Chemicals","Clayton","MO","no","38.650435200000000","-90.336247300000000"
"Chewy","7146.3","0.474","-92.5","35176.9",18500,"8890.8","24.4","-73.8","17147.3",21300,"Retailing","Dania Beach","FL","no","26.052422400000000","-80.143929000000000"
"Activision Blizzard","8086","0.246","2197","72052.1",9500,"8803","8.9","2699","62559.7",9800,"Media","Santa Monica","CA","no","34.019470400000000","-118.491227000000000"
"Toll Brothers","7077.7","-0.02","446.6","6984.8",4500,"8790.4","24.2","833.6","5515.4",5100,"Engineering & Construction","Fort Washington","PA","no","40.139971700000000","-75.210095000000000"
"Carlyle Group","2934.6","-0.131","348.2","13020.2",1825,"8782.1","199.3","2974.7","17427.5",1850,"Financials","Washington","DC","no","38.895036800000000","-77.036542700000000"
"Ovintiv","6087","-0.095","-6097","6219.6",1916,"8658","42.2","1416","13987.5",1713,"Energy","Denver","CO","no","39.739236400000000","-104.984862000000000"
"UFP Industries","5154","0.167","246.8","4683.3",12000,"8636.1","67.6","535.6","4790.5",15000,"Materials","Grand Rapids","MI","no","42.963242500000000","-85.667863900000000"
"Ulta Beauty","6152","-0.168","175.8","17377.1",26500,"8630.9","40.3","985.8","20837.8",28500,"Retailing","Bolingbrook","IL","no","41.700330200000000","-88.071770800000000"
"Constellation Brands","8343.5","0.028","-11.8","44247.5",9000,"8614.9","3.3","1998","43763.5",9300,"Food, Beverages & Tobacco","Victor","NY","no","42.982563400000000","-77.408879400000000"
"Expedia Group","5199","-0.569","-2612","24762",19100,"8598","65.4","12","30476.5",14800,"Retailing","Seattle","WA","no","47.603832100000000","-122.330062000000000"
"CommScope Holding","8435.9","0.011","-573.4","3124.2",30000,"8586.7","1.8","-462.6","1629.7",30000,"Technology","Hickory","NC","no","35.733331200000000","-81.344291500000000"
"Celanese","5655","-0.102","1985","17104.5",7658,"8537","51","1890","15434.1",8529,"Chemicals","Irving","TX","yes","32.829518300000000","-96.944217700000000"
"Global Payments","7423.6","0.511","584.5","59484.3",24000,"8523.8","14.8","965.5","38545.6",25000,"Business Services","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Owens Corning","7055","-0.015","-383","9662.7",19000,"8498","20.5","995","9064.7",20000,"Materials","Toledo","OH","no","41.652914300000000","-83.537817300000000"
"Campbell Soup","9050","-0.087","1628","15232.3",14500,"8476","-6.3","1002","13446.9",14100,"Food, Beverages & Tobacco","Camden","NJ","no","39.944840200000000","-75.119891100000000"
"Huntsman","6025","-0.278","1034","6390.1",9000,"8453","40.3","1045","8046.9",9000,"Chemicals","The Woodlands","TX","no","30.173419400000000","-95.504686000000000"
"Franklin Resources","5566.5","-0.036","798.9","14960",11800,"8425.5","51.4","1831.2","14019.3",10300,"Financials","San Mateo","CA","yes","37.562999700000000","-122.325326500000000"
"Avery Dennison","6971.5","-0.014","555.9","15246.5",32000,"8408.3","20.6","740.1","14327.4",36000,"Materials","Glendale","CA","no","34.146941600000000","-118.247847100000000"
"Masco","7289","-0.115","1224","15208.8",18000,"8375","14.9","410","12062.7",20000,"Household Products","Livonia","MI","no","42.368370000000000","-83.352709700000000"
"CenterPoint Energy","8835","-0.282","-773","12493.3",9541,"8352","-5.5","1486","19285.8",9418,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Fifth Third Bancorp","8402","-0.142","1427","26628.6",19872,"8329","-0.9","2770","29511.3",19112,"Financials","Cincinnati","OH","no","39.101453700000000","-84.512460200000000"
"WEC Energy Group","7241.7","-0.037","1199.9","29521.5",7273,"8316","14.8","1300.3","31483.5",6938,"Energy","Milwaukee","WI","no","43.034993100000000","-87.922497000000000"
"S&P Global","7442","0.111","2339","85001.6",23000,"8297","11.5","3024","142343.5",22850,"Business Services","New York","NY","no","40.712728100000000","-74.006015200000000"
"Polaris","7108.3","0.036","124.8","8179.3",15000,"8252","16.1","493.9","6264.1",16000,"Transportation","Medina","MN","no","45.015136100000000","-93.574375000000000"
"Williams-Sonoma","6783.2","0.15","680.7","13653.8",16600,"8245.9","21.6","1126.3","10376",16600,"Retailing","San Francisco","CA","yes","37.779026200000000","-122.419906000000000"
"Autoliv","7447.4","-0.129","186.9","8112.8",64716,"8230","10.5","435","6691.1",58176,"Motor Vehicles & Parts","Auburn Hills","MI","no","42.687532300000000","-83.234102800000000"
"Arthur J. Gallagher","7003.6","-0.027","818.8","24353.4",32401,"8209.4","17.2","906.8","36598.6",39000,"Financials","Rolling Meadows","IL","no","42.084193600000000","-88.013127500000000"
"Motorola Solutions","7414","-0.06","949","31785.8",18000,"8171","10.2","1245","40555.9",18700,"Technology","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Zillow Group","3339.8","0.218","-162.1","31310.9",5504,"8147.4","143.9","-527.8","12287.1",8005,"Technology","Seattle","WA","no","47.603832100000000","-122.330062000000000"
"Opendoor Technologies","2583.1","-0.455","-286.8","12231.5",1048,"8021","210.5","-662","5364.1",2816,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"J.M. Smucker","7801","-0.005","779.5","13865.9",7300,"8002.7","2.6","876.3","14686.4",7100,"Food, Beverages & Tobacco","Orrville","OH","no","40.843666400000000","-81.764021200000000"
"Oshkosh","6856.8","-0.182","324.5","8114.5",14400,"7952.5","16","409.4","6703.7",15000,"Industrials","Oshkosh","WI","no","44.020691900000000","-88.540857400000000"
"MasTec","6321","-0.12","322.8","6953.4",18000,"7951.8","25.8","328.8","6657",27000,"Engineering & Construction","Coral Gables","FL","no","19.374082400000000","-81.415672900000000"
"APA","4308","-0.328","-4860","6765.6",2272,"7928","84","973","14332.3",2253,"Energy","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Boise Cascade","5474.8","0.179","175","2353.1",6040,"7926.1","44.8","712.5","2740.4",6130,"Wholesalers","Boise","ID","no","43.616616300000000","-116.200886000000000"
"Dover","6683.8","-0.063","683.5","19727.1",23000,"7907.1","18.3","1123.8","22610.3",25000,"Industrials","Downers Grove","IL","no","41.793682200000000","-88.010228100000000"
"Genworth Financial","8658","-0.003","178","1679.2",3000,"7882","-9","904","1917.9",2500,"Financials","Richmond","VA","no","37.538508700000000","-77.434280000000000"
"Bath & Body Works","11846.9","-0.083","844.5","17247.5",57350,"7881.5","-33.5","1333.5","11419.9",32850,"Retailing","Columbus","OH","yes","39.962260100000000","-83.000706500000000"
"Booz Allen Hamilton Holding","7463.8","0.113","482.6","11089.5",27200,"7858.9","5.3","609","11705.4",27700,"Technology","McLean","VA","no","38.934288800000000","-77.177632700000000"
"Zimmer Biomet Holdings","7024.5","-0.12","-138.9","33347.3",20000,"7836.2","11.6","401.6","26772.3",19500,"Health Care","Warsaw","IN","no","41.238101700000000","-85.853054400000000"
"Westinghouse Air Brake Technologies","7556.1","-0.079","414.4","14953",27000,"7822","3.5","558","17819.4",25000,"Industrials","Pittsburgh","PA","no","40.441694100000000","-79.990086100000000"
"Zoetis","6675","0.066","1638","74829.2",11300,"7776","16.5","2037","89008.9",12100,"Health Care","Parsippany","NJ","yes","40.857877200000000","-74.425986600000000"
"Packaging Corp. of America","6658.2","-0.044","461","12775",15200,"7730.3","16.1","841.1","14628.1",15200,"Materials","Lake Forest","IL","no","42.258646100000000","-87.840705500000000"
"LPL Financial Holdings","5871.6","0.044","472.6","11358.6",4756,"7720.8","31.5","459.9","14608.8",5919,"Financials","San Diego","CA","no","32.717420200000000","-117.162772800000000"
"T. Rowe Price","6206.7","0.105","2372.7","39031",7678,"7671.9","23.6","3082.9","34442.6",7529,"Financials","Baltimore","MD","no","39.290881600000000","-76.610759000000000"
"Fortune Brands Home & Security","6090.3","0.057","553.1","13264.2",27505,"7656.1","25.7","772.4","9830.7",28056,"Household Products","Deerfield","IL","no","42.171136500000000","-87.844511900000000"
"Casey's General Stores","8112.3","-0.03","263.8","7987.6",27218,"7654.2","-5.6","312.9","7354.4",27583,"Retailing","Ankeny","IA","no","41.732079600000000","-93.605092000000000"
"A-Mark Precious Metals","5461.1","0.142","30.5","360.2",218,"7613","39.4","159.6","890.5",347,"Wholesalers","El Segundo","CA","no","33.917028000000000","-118.415633700000000"
"Hess","4804","-0.262","-3093","21722.4",1621,"7583","57.8","559","33155.2",1545,"Energy","New York","NY","no","40.712728100000000","-74.006015200000000"
"Vertex Pharmaceuticals","6205.7","0.491","2711.6","55862.8",3400,"7574.4","22.1","2342.1","66436.9",3900,"Health Care","Boston","MA","yes","42.355433400000000","-71.060511000000000"
"KeyCorp","7337","-0.046","1343","19182",16826,"7561","3.1","2625","20592.5",16974,"Financials","Cleveland","OH","no","41.499657400000000","-81.693677200000000"
"CMS Energy","6680","-0.024","755","17718.7",8493,"7538","12.8","1353","20292.2",8813,"Energy","Jackson","MI","no","42.246503600000000","-84.401696300000000"
"Taylor Morrison Home","6129.3","0.287","243.4","3969.2",2700,"7501.3","22.4","663","3301.6",3000,"Engineering & Construction","Scottsdale","AZ","yes","33.494218900000000","-111.926018000000000"
"American Financial Group","7909","-0.04","732","9858.2",7300,"7462","-5.7","1995","12367.8",6600,"Financials","Cincinnati","OH","no","39.101453700000000","-84.512460200000000"
"UGI","6559","-0.104","532","8552.8",11300,"7447","13.5","1467","7599.1",11300,"Energy","King of Prussia","PA","no","40.090811100000000","-75.383248400000000"
"Science Applications International","7056","0.106","209","4853.8",26134,"7394","4.8","277","5166.1",25090,"Technology","Reston","VA","yes","38.958373700000000","-77.357980500000000"
"Avantor","6393.6","0.058","116.6","16631.4",12400,"7386.1","15.5","572.6","20629.1",13500,"Technology","Radnor","PA","no","40.046300100000000","-75.359548700000000"
"Hanesbrands","6664.4","-0.043","-75.6","6865",61000,"7347.8","10.3","77.2","5191.4",58000,"Apparel","Winston-Salem","NC","no","36.099813100000000","-80.244051800000000"
"Clorox","6721","0.082","939","24262.6",8800,"7341","9.2","710","17108.7",9000,"Household Products","Oakland","CA","yes","37.804455700000000","-122.271356000000000"
"KBR","5767","0.023","-72","5407",29000,"7339","27.3","18","7634.9",28000,"Engineering & Construction","Houston","TX","no","29.758938200000000","-95.367697400000000"
"TravelCenters of America","4846","-0.208","-13.9","395.3",16374,"7336.8","51.4","58.5","637.5",16540,"Retailing","Westlake","OH","no","41.455323200000000","-81.917917400000000"
"Hertz Global Holdings","5258","-0.462","-1714","268.7",24000,"7336","39.5","366","9508.9",23000,"Retailing","Estero","FL","no","26.438147400000000","-81.806753700000000"
"Analog Devices","5603.1","-0.065","1220.8","57208",15900,"7318.3","30.6","1390.4","86441.2",24700,"Technology","Wilmington","MA","no","42.546482800000000","-71.173666900000000"
"Darden Restaurants","7806.9","-0.083","-52.4","18506.6",177895,"7196.1","-7.8","629.3","16980.9",156883,"Hotels, Restaurants & Leisure","Orlando","FL","no","28.542110900000000","-81.379030400000000"
"Graphic Packaging Holding","6559.9","0.065","167.3","4862.4",18775,"7156","9.1","204","6154.4",25000,"Materials","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"NCR","6207","-0.102","-79","4943.2",36000,"7156","15.3","97","5474.7",38000,"Technology","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Brighthouse Financial","8503","0.297","-1061","3866.5",1400,"7142","-16","-108","3958.7",1500,"Financials","Charlotte","NC","no","35.227208600000000","-80.843082700000000"
"PPL","7607","-0.021","1469","22177.5",12318,"7127","-6.3","-1480","21001.9",5607,"Energy","Allentown","PA","no","40.602205900000000","-75.471279400000000"
"Cintas","7085.1","0.028","876","35850.9",40000,"7116.3","0.4","1111","43566.7",40000,"Business Services","Cincinnati","OH","no","39.101453700000000","-84.512460200000000"
"Xerox Holdings","7022","-0.232","192","4821.3",24700,"7038","0.2","-455","3123.3",23300,"Technology","Norwalk","CT","no","41.117596600000000","-73.407896800000000"
"Rockwell Automation","6329.8","-0.055","1023.4","30832.2",23500,"6997.4","10.5","1358.1","32538.4",24500,"Industrials","Milwaukee","WI","no","43.034993100000000","-87.922497000000000"
"Citizens Financial Group","7676","-0.048","1057","18768.4",17584,"6986","-9","2319","19135.7",17463,"Financials","Providence","RI","no","41.823989100000000","-71.412834300000000"
"KLA","5806.4","0.271","1216.8","50906.3",10600,"6918.7","19.2","2078.3","55170.9",11425,"Technology","Milpitas","CA","no","37.433227300000000","-121.898924800000000"
"Camping World Holdings","5446.6","0.113","122.3","3452.5",11427,"6913.8","26.9","278.5","2664.6",12834,"Retailing","Lincolnshire","IL","no","42.190024900000000","-87.908403900000000"
"Ingredion","5987","-0.036","348","6034.6",12000,"6894","15.1","117","5814.2",12000,"Food, Beverages & Tobacco","Westchester","IL","no","41.850586600000000","-87.882004800000000"
"Veritiv","6345.6","-0.172","34.2","679.5",6400,"6850.5","8","144.6","2008",6100,"Wholesalers","Atlanta","GA","no","33.748992400000000","-84.390264400000000"
"Beacon Roofing Supply","6943.9","-0.023","-80.9","3631.4",7582,"6820.4","-1.8","243","4175.9",6676,"Wholesalers","Herndon","VA","no","38.969531600000000","-77.385947900000000"
"Diamondback Energy","2813","-0.29","-4517","13288.7",732,"6797","141.6","2182","24320",870,"Energy","Midland","TX","no","31.997366200000000","-102.077948000000000"
"Academy Sports and Outdoors","5689.2","0.178","308.8","2459.2",16500,"6773.1","19.1","671.4","3433.5",16508,"Retailing","Katy","TX","no","29.785785300000000","-95.824395600000000"
"Sanmina","6960.4","-0.155","139.7","2686.7",33500,"6756.6","-2.9","269","2569",33500,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"ON Semiconductor","5255","-0.048","234.2","17138.4",32750,"6739.8","28.3","1009.6","27078.7",31650,"Technology","Phoenix","AZ","no","33.448436700000000","-112.074141000000000"
"Commercial Metals","5476.5","-0.06","279.5","3716.5",11297,"6729.8","22.9","412.9","5056.7",11089,"Materials","Irving","TX","yes","32.829518300000000","-96.944217700000000"
"EnLink Midstream","3893.8","-0.357","-421.5","2102.3",1069,"6685.9","71.7","22.4","4670.6",1073,"Energy","Dallas","TX","no","32.776271900000000","-96.796855900000000"
"Southwestern Energy","2308","-0.24","-3112","3136.2",900,"6667","188.9","-25","7989.7",938,"Energy","Spring","TX","no","30.079882600000000","-95.417254900000000"
"Equinix","5998.5","0.078","369.8","60679.1",10013,"6635.5","10.6","500.2","67280.5",10944,"Financials","Redwood City","CA","no","37.486323900000000","-122.232523000000000"
"Regions Financial","6655","-0.015","1094","19847.5",19406,"6605","-0.8","2521","20860.9",19626,"Financials","Birmingham","AL","no","33.520682400000000","-86.802432600000000"
"Yum Brands","5652","0.01","904","32460",38000,"6584","16.5","1575","34252.9",25650,"Hotels, Restaurants & Leisure","Louisville","KY","no","38.254237600000000","-85.759407000000000"
"Landstar System","4136.4","0.011","192.1","6339.7",1320,"6540.4","58.1","381.5","5600",1399,"Transportation","Jacksonville","FL","no","30.332183800000000","-81.655651000000000"
"CF Industries Holdings","4124.1","-0.102","317","9732.1",3038,"6538.3","58.5","917.1","21551.3",3003,"Chemicals","Deerfield","IL","no","42.171136500000000","-87.844511900000000"
"Northern Trust","6301.1","-0.086","1209.3","21854.2",20900,"6488.3","3","1545.3","24215.1",21100,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Robert Half International","5109","-0.159","306.3","8831.7",13000,"6461.4","26.5","598.6","12638.1",14600,"Business Services","Menlo Park","CA","no","37.451967100000000","-122.177992000000000"
"Hasbro","5465.4","0.158","222.5","13202.2",6822,"6420.4","17.5","428.7","11383.6",6640,"Household Products","Pawtucket","RI","no","41.878711000000000","-71.382555800000000"
"Roper Technologies","5527.1","0.03","949.7","42326.3",18400,"6415.8","16.1","1152.6","49868.8",19300,"Technology","Sarasota","FL","no","27.336580500000000","-82.530854500000000"
"ARKO","3409.4","-0.06","13.2","1236.8",10380,"6412.6","88.1","59.2","1133.9",11236,"Retailing","Richmond","VA","no","37.538508700000000","-77.434280000000000"
"Ameren","5794","-0.02","871","20780.2",9183,"6394","10.4","990","24198.7",9116,"Energy","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"O-I Glass","6091","-0.09","249","2327.1",25000,"6357","4.4","149","2058",24000,"Materials","Perrysburg","OH","no","41.557117800000000","-83.627932100000000"
"Chemours","4969","-0.101","219","4610.6",6500,"6345","27.7","608","5015",6400,"Chemicals","Wilmington","DE","no","39.745946800000000","-75.546589000000000"
"Crown Castle International","5840","0.013","1056","74392.4",4900,"6340","8.6","1096","79937.3",5000,"Financials","Houston","TX","no","29.758938200000000","-95.367697400000000"
"Agilent Technologies","5339","0.034","719","38739.2",16400,"6319","18.4","1210","39714",17000,"Technology","Santa Clara","CA","no","37.354113200000000","-121.955174000000000"
"McCormick","5601.3","0.047","747.4","23808.9",13000,"6317.9","12.8","755.3","26754",14000,"Food, Beverages & Tobacco","Hunt Valley","MD","no","39.492260800000000","-76.658952800000000"
"Skechers U.S.A.","4613.4","-0.12","98.6","6579.6",8800,"6310.2","36.8","741.5","6360.4",8950,"Apparel","Manhattan Beach","CA","no","33.891598500000000","-118.395124100000000"
"Watsco","5054.9","0.06","269.6","10068.2",5800,"6280.2","24.2","418.9","11842.6",6875,"Wholesalers","Miami","FL","no","25.774172800000000","-80.193620000000000"
"Live Nation Entertainment","1861.2","-0.839","-1724.5","18457.7",8200,"6268.4","236.8","-650.9","26425",16200,"Media","Beverly Hills","CA","no","34.069650100000000","-118.396306200000000"
"ABM Industries","5987.6","-0.079","0.3","3422.2",114000,"6228.6","4","126.3","3078.7",124000,"Business Services","New York","NY","no","40.712728100000000","-74.006015200000000"
"Post Holdings","5698.7","0.003","0.8","6804.9",10200,"6226.7","9.3","166.7","4284.4",10735,"Food, Beverages & Tobacco","St. Louis","MO","no","38.628027800000000","-90.191015400000000"
"Moody's","5371","0.112","1778","55884.8",11490,"6218","15.8","2214","62548.1",13460,"Business Services","New York","NY","no","40.712728100000000","-74.006015200000000"
"Select Medical Holdings","5531.7","0.014","259","4598",42350,"6204.5","12.2","402.2","3208.6",43200,"Health Care","Mechanicsburg","PA","no","40.210197200000000","-77.004727600000000"
"Alaska Air Group","3566","-0.594","-1324","8608.9",20677,"6176","73.2","478","7314.3",21691,"Transportation","Seattle","WA","no","47.603832100000000","-122.330062000000000"
"Big Lots","6199.2","0.165","629.2","2394.3",23900,"6150.6","-0.8","177.8","988.1",23350,"Retailing","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"Amkor Technology","5050.6","0.246","338.1","5769.6",29050,"6138.3","21.5","643","5313",30400,"Technology","Tempe","AZ","no","33.425511700000000","-111.940016400000000"
"Sinclair Broadcast Group","5943","0.402","-2414","2167",11600,"6134","3.2","-414","2008.1",11500,"Media","Hunt Valley","MD","no","39.492260800000000","-76.658952800000000"
"RPM International","5507","-0.01","304.4","11949.9",14621,"6106.3","10.9","502.6","10560.8",15490,"Chemicals","Medina","OH","no","41.138387800000000","-81.863747400000000"
"M&T Bank","6281.2","-0.095","1353.2","19502.2",17046,"6105.8","-2.8","1858.7","21875",17342,"Financials","Buffalo","NY","no","42.886716600000000","-78.878392200000000"
"Sprouts Farmers Market","6468.8","0.148","287.5","3139.9",33000,"6099.9","-5.7","244.2","3546.8",31000,"Food & Drug Stores","Phoenix","AZ","no","33.448436700000000","-112.074141000000000"
"Huntington Bancshares","5238","-0.074","817","16071.9",15578,"6080","16.1","1295","21123.4",18442,"Financials","Columbus","OH","no","39.962260100000000","-83.000706500000000"
"CACI International","5720","0.147","321.5","6223.5",22900,"6044.1","5.7","457.4","7051.2",22000,"Technology","Reston","VA","no","38.958373700000000","-77.357980500000000"
"JetBlue Airways","2957","-0.635","-1354","6440.4",18485,"6037","104.2","-182","4786.9",17459,"Transportation","Long Island City","NY","no","40.745531600000000","-73.948499500000000"
"SVB Financial Group","4081.8","0.156","1208.4","26602.6",4461,"6027","47.7","1833","32901",6567,"Financials","Santa Clara","CA","no","37.354113200000000","-121.955174000000000"
"Fastenal","5647.3","0.059","859.1","28877.9",20365,"6010.9","6.4","925","34187.9",18370,"Wholesalers","Winona","MN","no","44.050005400000000","-91.639229400000000"
"GameStop","5089.8","-0.213","-215.3","13275.2",22000,"6010.7","18.1","-381.3","12716.6",22500,"Retailing","Grapevine","TX","no","32.933738100000000","-97.078875400000000"
"Knight-Swift Transportation Holdings","4673.9","-0.035","410","7966.1",22800,"5998","28.3","743.4","8386",27650,"Transportation","Phoenix","AZ","no","33.448436700000000","-112.074141000000000"
"Airbnb","3378.2","-0.297","-4584.7","114349.2",5597,"5991.8","77.4","-352","110419.9",6132,"Technology","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Patterson","5490","-0.015","-588.4","3087.5",7800,"5912.1","7.7","156","3160",7800,"Health Care","St. Paul","MN","no","44.949748700000000","-93.093102800000000"
"ServiceNow","4519.5","0.306","118.5","98071.6",13096,"5896","30.5","230","111378",16881,"Technology","Santa Clara","CA","no","37.354113200000000","-121.955174000000000"
"Nasdaq","5627","0.32","933","24300.8",4830,"5886","4.6","1187","29298.2",5814,"Financials","New York","NY","yes","40.712728100000000","-74.006015200000000"
"Brunswick","4347.5","-0.046","372.7","7436.2",14382,"5846.2","34.5","593.3","6197.3",18582,"Transportation","Mettawa","IL","no","42.233357100000000","-87.925905800000000"
"Resideo Technologies","5071","0.017","37","4043.7",14700,"5846","15.3","242","3455.8",13300,"Materials","Scottsdale","AZ","no","33.494218900000000","-111.926018000000000"
"Petco Health and Wellness","4920.2","0.11","-26.5","6692.4",27081,"5807.1","18","164.4","5930.2",28495,"Retailing","San Diego","CA","no","32.717420200000000","-117.162772800000000"
"Kemper","5205.7","0.033","409.9","5229.2",9500,"5793","11.3","-120.5","3606",10300,"Financials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
"Hilton Worldwide Holdings","4307","-0.544","-715","33568.3",141000,"5788","34.4","410","42356.6",142000,"Hotels, Restaurants & Leisure","McLean","VA","no","38.934288800000000","-77.177632700000000"
"Cerner","5505.8","-0.033","780.1","22016.4",26400,"5764.8","4.7","555.6","27492.2",25150,"Health Care","North Kansas City","MO","no","39.143205700000000","-94.573398800000000"
"Levi Strauss","4452.6","-0.227","-127.1","9559.8",14800,"5763.9","29.5","553.5","7874.7",16600,"Apparel","San Francisco","CA","no","37.779026200000000","-122.419906000000000"
"Tapestry","4961.4","-0.177","-652.1","11449.7",14850,"5746.3","15.8","834.2","9807.2",14250,"Apparel","New York","NY","yes","40.712728100000000","-74.006015200000000"
"NetApp","5412","-0.119","819","16176.4",10800,"5744","6.1","730","18470.5",11000,"Technology","San Jose","CA","no","37.336166300000000","-121.890591000000000"
"KB Home","4183.2","-0.081","296.2","4268",1776,"5724.9","36.9","564.7","2858.1",2244,"Engineering & Construction","Los Angeles","CA","no","34.053690900000000","-118.242766000000000"
"Continental Resources","2586.5","-0.442","-596.9","9447.6",1201,"5719.3","121.1","1661","22342.4",1254,"Energy","Oklahoma City","OK","no","35.472988600000000","-97.517053600000000"
"Intuitive Surgical","4358.4","-0.027","1060.6","87474.3",8081,"5710.1","31","1704.6","108361.9",9793,"Health Care","Sunnyvale","CA","no","37.368830100000000","-122.036349000000000"
"Under Armour","4474.7","-0.15","-549.2","9161.9",11800,"5683.5","27","360.1","7712.4",12300,"Apparel","Baltimore","MD","no","39.290881600000000","-76.610759000000000"
"MDU Resources Group","5532.8","0.037","390.2","6359.8",12994,"5680.7","2.7","378.1","5419.3",12826,"Energy","Bismarck","ND","no","46.808327000000000","-100.783739000000000"
"Silgan Holdings","4921.9","0.096","308.7","4625.7",15610,"5677.1","15.3","359.1","5104.3",15720,"Materials","Stamford","CT","no","41.053430200000000","-73.538734100000000"
"Ryerson Holding","3466.6","-0.23","-65.8","649.5",3900,"5675.3","63.7","294.3","1344.6",4000,"Materials","Chicago","IL","no","41.875561600000000","-87.624421200000000"
